TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,CustomerAge_Binned_Encoded,Target
0.007207441957422414,680,1,36,0,0.8387096774193548,0,0.24482758620689654,0.0,0.33683185966818,105,3,1
0.1959402767282487,1178,1,15,0,0.8064516129032258,0,0.45172413793103444,0.0,0.9180546275595326,192,3,2
0.0656799645621075,1262,1,23,2,0.016129032258064557,3,0.1586206896551724,0.0,0.06863734931174438,41,0,2
0.0960158428225239,818,1,33,2,0.12903225806451613,3,0.05172413793103449,0.0,0.569197956003802,163,0,1
0.006873908851655939,1939,0,1,2,0.435483870967742,3,0.6482758620689656,0.0,0.4925911187531677,16,1,0
0.04788805795137713,635,1,28,0,0.0,3,0.5586206896551724,0.0,0.045737843102722775,13,0,1
0.003554212158323996,306,0,39,0,0.30645161290322587,0,0.44482758620689655,0.0,0.8883303734554748,226,1,1
0.08919925997342157,837,0,16,1,0.7903225806451613,2,0.9689655172413792,0.0,0.18115460779713835,271,3,1
0.05522578627823957,557,0,11,1,0.532258064516129,1,0.26206896551724135,0.0,0.6045605421617909,290,2,1
0.4250983662089272,610,1,26,0,0.5967741935483871,0,0.3793103448275862,0.0,0.06188385358620237,9,2,1
0.009130468770357246,516,0,0,2,0.5483870967741935,1,0.16896551724137931,0.0,0.5040264197666963,22,2,1
0.09889256585975975,234,1,22,2,0.04838709677419356,3,0.5620689655172414,0.0,0.09595919536134934,49,0,1
0.2575813638377153,1037,0,23,1,0.09677419354838712,3,0.3482758620689655,0.0,0.10209024288923516,135,0,2
0.40727519086953123,2173,1,22,0,0.12903225806451613,3,0.3896551724137931,0.0,0.005944850820811549,43,0,0
0.08689058550694426,283,1,21,2,0.0,3,0.4275862068965517,0.0,0.013355076448200345,226,0,1
0.2424316647992287,2354,1,10,0,0.29032258064516125,1,0.4103448275862069,0.0,0.22614430312017286,355,1,0
0.2895171587148552,2031,0,2,1,0.016129032258064557,3,0.5103448275862069,0.0,0.06923627084966197,72,0,0
0.2567527425280767,2367,1,8,2,0.33870967741935487,1,0.7724137931034483,0.0,0.3366812890458528,327,1,0
0.00959949970034135,353,0,0,1,0.6612903225806451,2,0.3310344827586207,0.0,0.5274757776233234,337,2,1
0.037115980926075515,1050,0,8,2,0.0,3,0.5482758620689655,0.0,0.4347283074114356,177,0,2
0.030778851916512494,413,1,20,1,0.8548387096774193,2,0.09655172413793102,0.0,0.3797633083592239,181,3,1
0.04456314980326758,1479,1,19,1,0.32258064516129037,0,0.2862068965517241,0.0,0.607992073532239,110,1,2
0.027068296114860464,1029,1,1,2,0.33870967741935487,1,0.3793103448275862,0.0,0.5964801428269905,38,1,2
0.18009745420434112,802,1,13,2,0.06451612903225812,3,0.4551724137931034,0.5,0.0874687599568185,41,0,1
0.07571201500898975,436,1,33,2,0.04838709677419356,3,0.296551724137931,0.0,0.12299132740103008,46,0,1
0.0037678818042056438,1979,0,15,2,0.7580645161290323,2,0.9172413793103449,0.0,0.23751305729615496,201,3,0
0.128550954999088,707,1,24,0,0.08064516129032262,3,0.5103448275862069,1.0,0.03845600581847905,314,0,1
0.020877087839070278,601,1,25,1,0.30645161290322587,1,0.29310344827586204,0.0,0.1737793360642184,335,1,1
0.06628449331630924,160,1,19,2,0.4193548387096775,0,0.6448275862068966,0.0,0.11231022387969408,298,1,1
0.029137243661568127,1753,1,11,1,0.14516129032258068,3,0.9413793103448276,0.0,0.08405336115304833,127,0,0
0.014618130651171273,1296,0,24,2,0.6612903225806451,0,0.034482758620689655,0.0,0.5534290442664186,174,2,2
0.03067462282096047,224,1,3,0,0.1774193548387097,0,0.8517241379310345,0.0,0.6535296039320443,35,1,1
0.20647262683378065,1783,1,27,0,0.5,1,0.5448275862068966,0.5,0.6445565359077325,289,2,0
0.4573312140083904,505,1,20,2,0.06451612903225812,3,0.4827586206896552,0.0,0.020014465534787865,87,0,1
0.13289209682882977,2019,0,37,1,0.435483870967742,0,0.13793103448275862,0.0,0.9891024512090688,267,1,0
0.06488261198113453,1924,1,39,1,0.5,1,0.1206896551724138,0.0,0.3806929475140387,0,2,0
0.04058159835318029,2190,1,25,1,0.12903225806451613,3,0.46551724137931033,0.0,0.05373220208190774,354,0,0
0.3382338379758709,439,1,38,0,0.9193548387096775,2,0.4379310344827586,0.0,0.3209446424418253,291,3,1
0.4143367120931808,1904,1,23,0,0.7741935483870968,0,0.27586206896551724,0.25,0.5252246123814761,293,3,0
0.17477655887641036,161,1,28,2,0.5967741935483871,2,0.7103448275862069,0.0,0.061716478206919,69,2,1
0.17104515725564792,1393,1,35,0,0.7258064516129032,2,0.3758620689655172,0.0,0.28382629527705666,68,3,2
0.017593871329181544,53,1,30,2,0.32258064516129037,0,0.031034482758620682,0.0,0.9486776000656059,321,1,1
0.12567944341662976,735,0,5,2,0.6290322580645161,0,0.36551724137931035,0.0,0.8910399724670863,160,2,1
0.028694270005472026,684,1,40,0,0.016129032258064557,3,0.36896551724137927,0.0,0.009446962170475522,100,0,1
0.1584542825129635,1358,1,21,1,0.14516129032258068,3,0.07931034482758621,0.0,0.05158119319151912,210,0,2
0.22670349428042838,1854,1,6,1,0.903225806451613,2,0.27586206896551724,0.0,0.3073274117851088,288,3,0
0.08558772181254397,2359,1,3,1,0.12903225806451613,3,0.22413793103448276,0.0,0.09464573555765579,250,0,0
0.2657737707481043,1869,1,28,2,0.016129032258064557,3,0.3275862068965517,0.0,0.04573918748327928,311,0,0
0.3265706021835995,2233,1,10,2,0.12903225806451613,3,0.4413793103448276,0.0,0.011041397510476086,61,0,0
0.01133491414128254,578,0,34,2,0.3709677419354839,1,0.5689655172413793,0.0,0.08293752529115922,8,1,1
0.2215285196862704,284,0,18,2,0.8225806451612903,2,0.38275862068965516,0.0,0.2558551134186656,44,3,1
0.22112202621361754,355,1,29,2,0.532258064516129,1,0.8758620689655173,0.0,0.34164743082153753,360,2,1
0.044385960340829145,1033,1,41,1,0.7903225806451613,0,0.46551724137931033,0.0,0.9950869612562968,22,3,2
0.08819866065612214,1666,1,36,1,0.16129032258064518,3,0.4551724137931034,0.0,0.05496029372026398,155,1,2
0.05439195351382338,603,1,29,0,0.7096774193548387,2,0.27586206896551724,0.0,0.29418609184539085,258,3,1
0.16504156135185136,1415,1,23,1,0.11290322580645162,3,0.2517241379310345,0.0,0.08219408284341866,172,0,2
0.03141464939937984,2366,0,8,1,0.6290322580645161,2,0.14482758620689656,0.0,0.23080863146092492,214,2,0
0.15233082314928212,446,0,9,1,0.8064516129032258,2,0.17586206896551726,0.0,0.3049807955237505,86,3,1
0.20129765223962268,1054,1,16,1,0.4838709677419355,1,0.06206896551724138,0.0,0.3716782036924756,46,2,2
0.058269275868358644,1833,1,18,1,0.08064516129032262,3,0.1413793103448276,0.0,0.055727935018021424,313,0,0
